index,close_time,predictions_ETHUSDT,actual_ETHUSDT,predictions_XRPUSDT,actual_XRPUSDT,log_actual_price_ETHUSDT,log_prediction_ETHUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6480_minutes,actual_spread_rolling_sd_6480_minutes,predicted_spread_rolling_mean_6480_minutes,predicted_spread_rolling_sd_6480_minutes,predicted_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes_lag_1,predicted_spread_rolling_sd_6480_minutes_percentile_75th,historical_spread,historical_ETHUSDT_mid,historical_ETHUSDT_vol,historical_XRPUSDT_mid,historical_XRPUSDT_vol,signal_6480_minutes,threshold_6480_minutes,delayed_signal_6480_minutes
0,2023-01-20 16:43:59.999,1584.4533264203806,1585.085,,,7.368393312633716,7.3679947223515185,,,,,0.02058712722291095,0.016858617291945613,,,,,0.0,0.016724164786179056,0.008286979755594,1585.085,1021.493,0.3954,213276.0,0,2.0,0
1,2023-01-20 16:44:59.999,1587.127007712275,1585.005,,,7.368342840880538,7.36968074738862,,,,,0.020592283608678274,0.01684947776982255,,,,,0.0,0.016724164786179056,0.0074231571032505,1585.005,1512.4681,0.3955999999999999,720253.0,0,2.0,0
2,2023-01-20 16:45:59.999,1587.3534973423425,1584.84,,,7.368238734843713,7.369823441369629,,,,,0.020597561235870525,0.016840279490016864,,,,,0.0,0.016724164786179056,0.0083358039726686,1584.84,845.033,0.39535,307539.0,0,2.0,0
3,2023-01-20 16:46:59.999,1587.060404405806,1583.305,,,7.367269713463623,7.369638781809509,,,,,0.020602424362895663,0.016831905765794682,,,,,0.0,0.016724164786179056,0.0073667825925785,1583.3049999999998,768.089,0.39535,184266.0,0,2.0,0
4,2023-01-20 16:47:59.999,1585.5425080135626,1585.985,,,7.368960944394709,7.368681904097445,,,,,0.020607323534291698,0.01682339001125548,,,,,0.0,0.016724164786179056,0.0072283208129917,1585.985,631.1147,0.3958,220119.0,0,2.0,0
5,2023-01-20 16:48:59.999,1587.2160520463558,1586.9,,,7.369537706568797,7.369736849915932,,,,,0.0206124545150699,0.016814287993268902,,,,,0.0,0.016724164786179056,0.0073987671155677,1586.9,916.3916,0.3959,698799.0,0,2.0,0
6,2023-01-20 16:49:59.999,1587.505722046393,1588.245,,,7.370384912022688,7.3699193351990235,,,,,0.020617693326928605,0.016804700102579704,,,,,0.0,0.016724164786179056,0.0068246747957552,1588.245,577.2642,0.39625,461435.0,0,2.0,0
7,2023-01-20 16:50:59.999,1588.2172289824312,1586.17,,,7.369077584344654,7.370367426521167,,,,,0.020623066712292405,0.016794625533039596,,,,,0.0,0.016724164786179056,0.0065324316378916,1586.17,344.1892,0.396,551834.0,0,2.0,0
8,2023-01-20 16:51:59.999,1586.5137902378726,1587.375,,,7.369836987509197,7.369294303224914,,,,,0.020628043310952988,0.016785232425420068,,,,,0.0,0.016724164786179056,0.0050594938905437,1587.375,572.308,0.3965499999999999,684573.0,0,2.0,0
9,2023-01-20 16:52:59.999,1587.3703880944154,1590.25,,,7.371646515558914,7.369834082138832,,,,,0.020632694810621188,0.016776454091379803,,,,,0.0,0.016724164786179056,0.0040323344874586,1590.25,1540.5741,0.39725,763262.0,0,2.0,0
