index,close_time,predictions_SOLUSDT,actual_SOLUSDT,predictions_SANDUSDT,actual_SANDUSDT,log_actual_price_SOLUSDT,log_prediction_SOLUSDT,log_actual_price_SANDUSDT,log_prediction_SANDUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_5760_minutes,actual_spread_rolling_sd_5760_minutes,predicted_spread_rolling_mean_5760_minutes,predicted_spread_rolling_sd_5760_minutes,predicted_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes_lag_1,predicted_spread_rolling_sd_5760_minutes_percentile_75th,historical_spread,historical_SOLUSDT_mid,historical_SOLUSDT_vol,historical_SANDUSDT_mid,historical_SANDUSDT_vol,signal_5760_minutes,threshold_5760_minutes,delayed_signal_5760_minutes
0,2023-01-20 12:29:59.999,21.037627691428455,21.345001,,,3.0608175670593036,3.0463126292039564,,,,,-0.05293837141651809,0.03499851739661173,,,,,0.0,0.033583319211618466,-0.0683906478196849,21.345,2453.71,0.6933499999999999,11990.0,0,2.0,0
1,2023-01-20 12:30:59.999,21.104986813154973,21.36,,,3.061520014091994,3.0495093544133702,,,,,-0.05294872245144906,0.034994113865725325,,,,,0.0,0.033583319211618466,-0.0678664165569058,21.36,4736.69,0.69345,14659.0,0,2.0,0
2,2023-01-20 12:31:59.999,21.12389688412322,21.36,,,3.061520014091994,3.050404953376761,,,,,-0.05295966383375778,0.03498883997269901,,,,,0.0,0.033583319211618466,-0.0675990129863643,21.36,3157.96,0.6933,30647.0,0,2.0,0
3,2023-01-20 12:32:59.999,21.09183262825118,21.335001,,,3.0603489635113004,3.048885886317716,,,,,-0.052970755563477176,0.034983779846090725,,,,,0.0,0.033583319211618466,-0.0689483859128521,21.335,3736.48,0.6934,20988.0,0,2.0,0
4,2023-01-20 12:33:59.999,21.016966245025507,21.335001,,,3.0603489635113004,3.0453300279644075,,,,,-0.05298195926581433,0.03497858957970983,,,,,0.0,0.033583319211618466,-0.0690375140089361,21.335,4773.35,0.6934499999999999,10223.0,0,2.0,0
5,2023-01-20 12:34:59.999,21.00037628142372,21.35,,,3.0610517396746335,3.0445403557259287,,,,,-0.05299385987325116,0.03497245272087983,,,,,0.0,0.033583319211618466,-0.0692256186472661,21.35,1580.04,0.6939500000000001,13878.0,0,2.0,0
6,2023-01-20 12:35:59.999,21.040382054858693,21.33,,,3.0601145324832593,3.046443546205534,,,,,-0.05300636573915071,0.03496558253585135,,,,,0.0,0.033583319211618466,-0.0698065318244975,21.33,1142.94,0.6937500000000001,16488.0,0,2.0,0
7,2023-01-20 12:36:59.999,21.05272353777776,21.315,,,3.059411050217174,3.047029935976445,,,,,-0.05301917126467664,0.03495835270544718,,,,,0.0,0.033583319211618466,-0.0701536173462393,21.315,3136.16,0.69355,20745.0,0,2.0,0
8,2023-01-20 12:37:59.999,21.03395432097953,21.295,,,3.058472303375177,3.0461380044200737,,,,,-0.05303238018139356,0.03495050115571557,,,,,0.0,0.033583319211618466,-0.0702900955991472,21.295,2072.63,0.6931,42523.0,0,2.0,0
9,2023-01-20 12:38:59.999,21.00355161278848,21.315,,,3.059411050217174,3.044691547842,,,,,-0.0530455779140221,0.03494244180569372,,,,,0.0,0.033583319211618466,-0.069707976861185,21.315,3705.56,0.6933,7306.0,0,2.0,0
10,2023-01-20 12:39:59.999,20.989400286666022,21.32,,,3.0596455992976437,3.0440175620411427,,,,,-0.053058605916642354,0.03493460745772959,,,,,0.0,0.033583319211618466,-0.0695625687319667,21.32,870.71,0.6933499999999999,20645.0,0,2.0,0
11,2023-01-20 12:40:59.999,20.985621142708293,21.33,,,3.0601145324832593,3.0438374957141106,,,,,-0.05307146945960484,0.034926900078066946,,,,,0.0,0.033583319211618466,-0.0691827700695562,21.33,1309.12,0.6934,13626.0,0,2.0,0
12,2023-01-20 12:41:59.999,21.036004945084866,21.335001,,,3.0603489635113004,3.046235490804312,,,,,-0.05308490034660862,0.03491853848651301,,,,,0.0,0.033583319211618466,-0.0700174991408175,21.335,3025.17,0.694,27236.0,0,2.0,0
13,2023-01-20 12:42:59.999,21.08895601403188,21.335001,,,3.0603489635113004,3.0487494917970657,,,,,-0.05309828113075078,0.03491022212987148,,,,,0.0,0.033583319211618466,-0.0699284416819363,21.335,859.07,0.6939500000000001,11250.0,0,2.0,0
14,2023-01-20 12:43:59.999,21.10559913015065,21.33,,,3.0601145324832593,3.049538366898368,,,,,-0.053111569316587844,0.034902079236323956,,,,,0.0,0.033583319211618466,-0.0699846916691426,21.33,2080.25,0.6938500000000001,20543.0,0,2.0,0
