index,close_time,predictions_SOLUSDT,actual_SOLUSDT,predictions_SANDUSDT,actual_SANDUSDT,log_actual_price_SOLUSDT,log_prediction_SOLUSDT,log_actual_price_SANDUSDT,log_prediction_SANDUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6840_minutes,actual_spread_rolling_sd_6840_minutes,predicted_spread_rolling_mean_6840_minutes,predicted_spread_rolling_sd_6840_minutes,predicted_rolling_z_score_6840_minutes,actual_rolling_z_score_6840_minutes,actual_rolling_z_score_6840_minutes_lag_1,predicted_spread_rolling_sd_6840_minutes_percentile_75th,historical_spread,historical_SOLUSDT_mid,historical_SOLUSDT_vol,historical_SANDUSDT_mid,historical_SANDUSDT_vol,signal_6840_minutes,threshold_6840_minutes,delayed_signal_6840_minutes
0,2023-01-20 12:29:59.999,21.037627691428455,21.345001,,,3.0608175670593036,3.0463126292039564,,,,,-0.047076997519990775,0.03656116130742237,,,,,0.0,0.036601254111700246,-0.0683906478196849,21.345,2453.71,0.6933499999999999,11990.0,0,2.0,0
1,2023-01-20 12:30:59.999,21.104986813154973,21.36,,,3.061520014091994,3.0495093544133702,,,,,-0.047078313728649575,0.03656174764955652,,,,,0.0,0.036601254111700246,-0.0678664165569058,21.36,4736.69,0.69345,14659.0,0,2.0,0
2,2023-01-20 12:31:59.999,21.12389688412322,21.36,,,3.061520014091994,3.050404953376761,,,,,-0.04707882529534781,0.036562010288133114,,,,,0.0,0.036601254111700246,-0.0675990129863643,21.36,3157.96,0.6933,30647.0,0,2.0,0
3,2023-01-20 12:32:59.999,21.09183262825118,21.335001,,,3.0603489635113004,3.048885886317716,,,,,-0.047079032480513046,0.036562130199865935,,,,,0.0,0.036601254111700246,-0.0689483859128521,21.335,3736.48,0.6934,20988.0,0,2.0,0
4,2023-01-20 12:33:59.999,21.016966245025507,21.335001,,,3.0603489635113004,3.0453300279644075,,,,,-0.047078514242611384,0.03656179382943649,,,,,0.0,0.036601254111700246,-0.0690375140089361,21.335,4773.35,0.6934499999999999,10223.0,0,2.0,0
5,2023-01-20 12:34:59.999,21.00037628142372,21.35,,,3.0610517396746335,3.0445403557259287,,,,,-0.04707738399039895,0.036560989664203694,,,,,0.0,0.036601254111700246,-0.0692256186472661,21.35,1580.04,0.6939500000000001,13878.0,0,2.0,0
6,2023-01-20 12:35:59.999,21.040382054858693,21.33,,,3.0601145324832593,3.046443546205534,,,,,-0.047075525738908205,0.036559511342915615,,,,,0.0,0.036601254111700246,-0.0698065318244975,21.33,1142.94,0.6937500000000001,16488.0,0,2.0,0
7,2023-01-20 12:36:59.999,21.05272353777776,21.315,,,3.059411050217174,3.047029935976445,,,,,-0.047073943953781866,0.03655827873388463,,,,,0.0,0.036601254111700246,-0.0701536173462393,21.315,3136.16,0.69355,20745.0,0,2.0,0
8,2023-01-20 12:37:59.999,21.03395432097953,21.295,,,3.058472303375177,3.0461380044200737,,,,,-0.04707205177347919,0.036556742094252366,,,,,0.0,0.036601254111700246,-0.0702900955991472,21.295,2072.63,0.6931,42523.0,0,2.0,0
9,2023-01-20 12:38:59.999,21.00355161278848,21.315,,,3.059411050217174,3.044691547842,,,,,-0.04707010709966466,0.03655518407243549,,,,,0.0,0.036601254111700246,-0.069707976861185,21.315,3705.56,0.6933,7306.0,0,2.0,0
