index,close_time,predictions_NEARUSDT,actual_NEARUSDT,predictions_DOTUSDT,actual_DOTUSDT,log_actual_price_NEARUSDT,log_prediction_NEARUSDT,log_actual_price_DOTUSDT,log_prediction_DOTUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6480_minutes,actual_spread_rolling_sd_6480_minutes,predicted_spread_rolling_mean_6480_minutes,predicted_spread_rolling_sd_6480_minutes,predicted_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes_lag_1,predicted_spread_rolling_sd_6480_minutes_percentile_75th,historical_spread,historical_NEARUSDT_mid,historical_NEARUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,signal_6480_minutes,threshold_6480_minutes,delayed_signal_6480_minutes
0,2023-01-20 14:11:59.999,2.075345250442189,2.085,,,0.7347688552507647,0.7301275255973589,,,,,-0.013038619837013805,0.026847967938562423,,,,,0.0,0.02632939255522224,-0.0281488694388674,2.085,2769.7,5.8255,1217.86,0,2.0,0
1,2023-01-20 14:12:59.999,2.084660739953579,2.085,,,0.7347688552507647,0.7346061273607382,,,,,-0.013048710266826472,0.026841564897299355,,,,,0.0,0.02632939255522224,-0.0287018880402376,2.085,2497.4,5.827500000000001,1570.4,0,2.0,0
2,2023-01-20 14:13:59.999,2.0856698504283067,2.0839999,,,0.7342890759064743,0.7350900748428634,,,,,-0.013059471341699932,0.02683399599986857,,,,,0.0,0.02632939255522224,-0.0290433825449665,2.084,4350.6,5.827,600.52,0,2.0,0
3,2023-01-20 14:14:59.999,2.079986915044924,2.0825,,,0.7335690950588607,0.7323616028496527,,,,,-0.013070123419006575,0.026826758843639456,,,,,0.0,0.02632939255522224,-0.0293486296307716,2.0825,10864.3,5.8255,696.32,0,2.0,0
4,2023-01-20 14:15:59.999,2.0721299049218604,2.0825,,,0.7335690950588607,0.7285770178575689,,,,,-0.013081172573809101,0.026818601386238837,,,,,0.0,0.02632939255522224,-0.0290720491280107,2.0825,1741.2,5.8245000000000005,106.94,0,2.0,0
5,2023-01-20 14:16:59.999,2.065618223193633,2.0839999,,,0.7342890759064743,0.7254295632990718,,,,,-0.013093123589518382,0.02680851643342972,,,,,0.0,0.02632939255522224,-0.0291816193998819,2.084,1299.1,5.827500000000001,1473.27,0,2.0,0
6,2023-01-20 14:17:59.999,2.0694276780339638,2.0839999,,,0.7342890759064743,0.7272720850069551,,,,,-0.013105093257457906,0.026798132591202953,,,,,0.0,0.02632939255522224,-0.0286286007985117,2.084,3040.3,5.8255,1193.59,0,2.0,0
7,2023-01-20 14:18:59.999,2.0736444840627604,2.083,,,0.7338091622788351,0.7293076795222779,,,,,-0.013117521806426231,0.026786681107715336,,,,,0.0,0.02632939255522224,-0.0286936738490064,2.083,7777.2,5.824,1051.6,0,2.0,0
8,2023-01-20 14:19:59.999,2.074011948859981,2.0815,,,0.7330887876528931,0.7294848710539897,,,,,-0.013129426426577504,0.026776408300810607,,,,,0.0,0.02632939255522224,-0.0285839506852028,2.0815,1379.6,5.821,985.85,0,2.0,0
9,2023-01-20 14:20:59.999,2.0733717875042843,2.08,,,0.7323678937132266,0.7291761649387742,,,,,-0.013141664880507664,0.026765293094260446,,,,,0.0,0.02632939255522224,-0.0284743189128828,2.08,6707.4,5.818,756.44,0,2.0,0
