index,close_time,predictions_LINKUSDT,actual_LINKUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_LINKUSDT,log_prediction_LINKUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_5760_minutes,actual_spread_rolling_sd_5760_minutes,predicted_spread_rolling_mean_5760_minutes,predicted_spread_rolling_sd_5760_minutes,predicted_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes_lag_1,predicted_spread_rolling_sd_5760_minutes_percentile_75th,historical_spread,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_5760_minutes,threshold_5760_minutes,delayed_signal_5760_minutes
0,2023-01-20 16:38:59.999,6.582302529148353,6.579,,,1.8838827581038609,1.8843846125685466,,,,,0.012354665235186864,0.016864810106231632,,,,,0.0,0.016880518818322882,-0.005624756433832,6.579000000000001,791.08,12.381,1353.07,0,2.0,0
1,2023-01-20 16:39:59.999,6.584224393260564,6.5805,,,1.8841107302922413,1.8846765443949405,,,,,0.01235243960527512,0.01686630291424402,,,,,0.0,0.016880518818322882,-0.0053685817834121,6.580500000000001,4653.86,12.3805,818.87,0,2.0,0
2,2023-01-20 16:40:59.999,6.585016541854295,6.5885,,,1.8853257050031698,1.8847968472428553,,,,,0.012350268286512119,0.016867793089535083,,,,,0.0,0.016880518818322882,-0.0054778931072787,6.5885,3628.73,12.404,5902.81,0,2.0,0
3,2023-01-20 16:41:59.999,6.590748150234047,6.584,,,1.8846424633747687,1.885666870178941,,,,,0.012348328440435874,0.016869104295524774,,,,,0.0,0.016880518818322882,-0.0046393995691718,6.584,2350.8,12.377,727.23,0,2.0,0
4,2023-01-20 16:42:59.999,6.588503570661913,6.5805,,,1.8841107302922413,1.885326246956717,,,,,0.012346033490622226,0.016870691879873084,,,,,0.0,0.016880518818322882,-0.0059324147345454,6.580500000000001,21112.71,12.3905,516.25,0,2.0,0
5,2023-01-20 16:43:59.999,6.5852786887067705,6.5905,,,1.8856292181703833,1.884836656047126,,,,,0.012343950245814491,0.016872152523021607,,,,,0.0,0.016880518818322882,-0.0054839569052809,6.5905000000000005,2906.66,12.4095,1303.96,0,2.0,0
6,2023-01-20 16:44:59.999,6.592397455612748,6.5905,,,1.8856292181703833,1.8859170844201574,,,,,0.012341865934347695,0.016873623576918854,,,,,0.0,0.016880518818322882,-0.0055683631740355,6.5905000000000005,4814.22,12.411,700.07,0,2.0,0
7,2023-01-20 16:45:59.999,6.592888135326131,6.5885,,,1.8853257050031698,1.8859915127987048,,,,,0.012339818902515887,0.016875063164234892,,,,,0.0,0.016880518818322882,-0.0054215916388165,6.5885,10017.9,12.403,1742.89,0,2.0,0
8,2023-01-20 16:46:59.999,6.591165735371428,6.581,,,1.8841867094739821,1.885730227463952,,,,,0.012337880626995352,0.01687647623185897,,,,,0.0,0.016880518818322882,-0.0055463837666946,6.581,2970.07,12.385,2000.95,0,2.0,0
9,2023-01-20 16:47:59.999,6.585465415486972,6.5935,,,1.8860843152656166,1.8848650108278031,,,,,0.012335857945920008,0.01687787280421726,,,,,0.0,0.016880518818322882,-0.005141399234761,6.5935,12586.1,12.4115,1318.07,0,2.0,0
10,2023-01-20 16:48:59.999,6.595159140992265,6.598,,,1.8867665728063896,1.8863359164304174,,,,,0.012333789958079648,0.016879345353841342,,,,,0.0,0.016880518818322882,-0.0056397119749538,6.598,50374.77,12.4325,3354.18,0,2.0,0
